"Vehicle_ID","Make","Age_Years","Outlook_Score","Mileage_km","Maintenance_Costs","Fuel_Efficiency_kmpl","Accident_History","Usage_Type","Defleet"
"V0354","Freightliner","7","3","501626.35529608","32899.082568807","1.8061756576945","5","Highway","0"
"V0118","Mercedes Actros","8","1","502126.77231026","32944.95412844","1.9534129769904","9","Urban","1"
"V0497","MAN","6","1","502627.18932444","32990.825688073","2.0753734141933","7","Mixed","0"
"V0357","Mercedes Actros","12","6","503127.60633862","33036.697247706","1.9354116770531","5","Mixed","0"
"V0147","MAN","6","7","503628.02335279","33082.568807339","2.0906639681641","4","Urban","0"
"V0270","Mercedes Actros","12","1","504128.44036697","33128.440366972","2.0008259139408","6","Mixed","0"
"V0228","Mercedes Actros","7","4","504628.85738115","33174.311926606","1.400276535569","0","Highway","0"
"V0228","Mercedes Actros","7","10","505129.27439533","33220.183486239","1.3553380895987","0","Highway","0"
"V0194","Volvo","8","10","505629.69140951","33266.055045872","2.3587486292649","0","Urban","1"
"V0228","Mercedes Actros","9","7","506130.10842369","33311.926605505","1.3740300890641","0","Highway","0"
"V0087","Volvo","10","6","506630.52543786","33357.798165138","1.7629118161555","1","Urban","0"
"V0203","Volvo","11","4","507130.94245204","33403.669724771","1.787586152731","3","Urban","0"
"V0228","Mercedes Actros","9","5","507631.35946622","33449.541284404","1.2957762274955","0","Highway","0"
"V0246","Freightliner","8","10","508131.7764804","33495.412844037","2.1477720551421","3","Highway","1"
"V0051","MAN","6","4","508632.19349458","33541.28440367","2.1523284305446","9","Mixed","0"
"V0421","Volvo","12","8","509132.61050876","33587.155963303","1.3018188153346","0","Urban","1"
"V0489","Mercedes Actros","5","4","509633.02752294","33633.027522936","1.579532023064","2","Highway","1"
"V0246","Freightliner","8","10","510133.44453711","33678.899082569","2.1501410125492","3","Highway","0"
"V0421","Volvo","11","6","510633.86155129","33724.770642202","1.328152698819","0","Urban","1"
"V0064","MAN","7","9","511134.27856547","33770.642201835","2.2787529051841","7","Mixed","0"
"V0227","Volvo","7","5","511634.69557965","33816.513761468","1.1916148553339","2","Mixed","0"
"V0497","MAN","7","3","512135.11259383","33862.385321101","2.0021033887822","7","Mixed","0"
"V0497","MAN","6","2","512635.52960801","33908.256880734","2.0329586693731","7","Mixed","1"
"V0452","MAN","10","1","513135.94662219","33954.128440367","1.5912397210375","8","Urban","0"
"V0435","Scania","5","7","513636.36363636","34000","1.2226926503463","4","Urban","0"
"V0324","MAN","8","7","514136.78065054","34045.871559633","2.3258013341256","8","Highway","0"
"V0064","MAN","9","6","514637.19766472","34091.743119266","2.430641276351","7","Mixed","0"
"V0489","Mercedes Actros","5","7","515137.6146789","34137.614678899","1.4702782557807","2","Highway","1"
"V0082","Freightliner","7","7","515638.03169308","34183.486238532","1.4073487538106","9","Highway","0"
"V0270","Mercedes Actros","12","3","516138.44870726","34229.357798165","2.0270864111207","6","Mixed","0"
"V0186","Scania","6","3","516638.86572143","34275.229357798","2.3000899772954","3","Highway","0"
"V0421","Volvo","11","2","517139.28273561","34321.100917431","1.460703774607","0","Urban","1"
"V0051","MAN","7","10","517639.69974979","34366.972477064","1.9886560523728","9","Mixed","0"
"V0468","Scania","5","6","518140.11676397","34412.844036697","2.4238732816921","7","Highway","0"
"V0147","MAN","5","8","518640.53377815","34458.71559633","1.9520486123176","4","Urban","1"
"V0147","MAN","6","8","519140.95079233","34504.587155963","2.0940216762506","4","Urban","1"
"V0452","MAN","8","6","519641.36780651","34550.458715596","1.6905470036996","8","Urban","0"
"V0246","Freightliner","7","1","520141.78482068","34596.330275229","2.2036394902975","3","Highway","0"
"V0468","Scania","5","1","520642.20183486","34642.201834862","2.4992029138163","7","Highway","0"
"V0186","Scania","5","2","521142.61884904","34688.073394495","2.4374949433613","3","Highway","0"
"V0246","Freightliner","6","2","521643.03586322","34733.944954128","2.120486025213","3","Highway","1"
"V0354","Freightliner","8","7","522143.4528774","34779.816513761","1.843089545329","5","Highway","1"
"V0225","Freightliner","8","9","522643.86989158","34825.688073394","2.1665519749011","9","Mixed","1"
"V0453","Freightliner","7","5","523144.28690575","34871.559633028","1.7295749578278","3","Mixed","0"
"V0087","Volvo","9","1","523644.70391993","34917.431192661","1.7097411164013","1","Urban","0"
"V0051","MAN","5","5","524145.12093411","34963.302752294","2.074747574858","9","Mixed","0"
"V0489","Mercedes Actros","5","7","524645.53794829","35009.174311927","1.6326383697783","2","Highway","1"
"V0354","Freightliner","7","6","525145.95496247","35055.04587156","1.7994807289181","5","Highway","0"
"V0036","Volvo","8","10","525646.37197665","35100.917431193","2.3934862973736","5","Mixed","1"
"V0074","Freightliner","6","8","526146.78899083","35146.788990826","2.3250308195669","3","Urban","0"
"V0452","MAN","8","10","526647.206005","35192.660550459","1.6242053860444","8","Urban","0"
"V0036","Volvo","9","3","527147.62301918","35238.532110092","2.3135363828979","5","Mixed","0"
"V0338","Scania","9","4","527648.04003336","35284.403669725","1.2422776389316","1","Mixed","1"
"V0118","Mercedes Actros","7","3","528148.45704754","35330.275229358","2.0890962756955","9","Urban","1"
"V0452","MAN","9","10","528648.87406172","35376.146788991","1.6108325119775","8","Urban","0"
"V0074","Freightliner","6","7","529149.2910759","35422.018348624","2.432569107572","3","Urban","0"
"V0036","Volvo","10","10","529649.70809008","35467.889908257","2.3468180979038","5","Mixed","0"
"V0246","Freightliner","8","1","530150.12510425","35513.76146789","2.207585505319","3","Highway","0"
"V0051","MAN","6","6","530650.54211843","35559.633027523","1.9685262666585","9","Mixed","0"
"V0036","Volvo","9","8","531150.95913261","35605.504587156","2.4012569159241","5","Mixed","1"
"V0194","Volvo","9","5","531651.37614679","35651.376146789","2.2575170399489","0","Urban","1"
"V0319","Volvo","6","3","532151.79316097","35697.247706422","1.8389255760105","0","Mixed","0"
"V0468","Scania","6","3","532652.21017515","35743.119266055","2.4064277758002","7","Highway","1"
"V0452","MAN","8","9","533152.62718932","35788.990825688","1.5435836604608","8","Urban","0"
"V0319","Volvo","7","10","533653.0442035","35834.862385321","1.7566896534027","0","Mixed","0"
"V0225","Freightliner","9","3","534153.46121768","35880.733944954","2.166021116119","9","Mixed","1"
"V0270","Mercedes Actros","11","5","534653.87823186","35926.605504587","1.8778181360646","6","Mixed","0"
"V0227","Volvo","5","5","535154.29524604","35972.47706422","1.1","2","Mixed","0"
"V0489","Mercedes Actros","5","6","535654.71226022","36018.348623853","1.583113741384","2","Highway","0"
"V0087","Volvo","10","7","536155.1292744","36064.220183486","1.6978271886812","1","Urban","0"
"V0338","Scania","11","2","536655.54628857","36110.091743119","1.3906085200076","1","Mixed","0"
"V0453","Freightliner","8","4","537155.96330275","36155.963302752","1.6139095994861","3","Mixed","0"
"V0246","Freightliner","6","4","537656.38031693","36201.834862385","2.204101509899","3","Highway","0"
"V0203","Volvo","10","9","538156.79733111","36247.706422018","1.7809096980334","3","Urban","1"
"V0201","Volvo","11","2","538657.21434529","36293.577981651","2.0882544132521","3","Urban","1"
"V0227","Volvo","6","5","539157.63135947","36339.449541284","1.1349659536246","2","Mixed","1"
"V0489","Mercedes Actros","6","2","539658.04837364","36385.321100917","1.5970697886917","2","Highway","0"
"V0203","Volvo","11","4","540158.46538782","36431.19266055","1.6319131079471","3","Urban","0"
"V0082","Freightliner","9","10","540658.882402","36477.064220183","1.4234989001738","9","Highway","0"
"V0357","Mercedes Actros","11","7","541159.29941618","36522.935779817","1.976506051381","5","Mixed","1"
"V0228","Mercedes Actros","7","2","541659.71643036","36568.80733945","1.4319605157151","0","Highway","1"
"V0489","Mercedes Actros","6","7","542160.13344454","36614.678899083","1.5963086965634","2","Highway","0"
"V0435","Scania","6","8","542660.55045872","36660.550458716","1.234169302624","4","Urban","0"
"V0087","Volvo","9","10","543160.96747289","36706.422018349","1.7302327747449","1","Urban","0"
"V0468","Scania","6","7","543661.38448707","36752.293577982","2.4869415503338","7","Highway","0"
"V0186","Scania","6","5","544161.80150125","36798.165137615","2.362073227073","3","Highway","1"
"V0489","Mercedes Actros","5","5","544662.21851543","36844.036697248","1.5415334581186","2","Highway","0"
"V0497","MAN","7","10","545162.63552961","36889.908256881","1.9184863103138","7","Mixed","1"
"V0338","Scania","9","9","545663.05254379","36935.779816514","1.4130935357971","1","Mixed","0"
"V0324","MAN","7","6","546163.46955796","36981.651376147","2.2859916238738","8","Highway","1"
"V0186","Scania","5","9","546663.88657214","37027.52293578","2.3888108744521","3","Highway","0"
"V0270","Mercedes Actros","12","2","547164.30358632","37073.394495413","1.9753903347926","6","Mixed","1"
"V0324","MAN","8","8","547664.7206005","37119.266055046","2.4372777704018","8","Highway","0"
"V0228","Mercedes Actros","9","2","548165.13761468","37165.137614679","1.4301027036517","0","Highway","1"
"V0270","Mercedes Actros","11","1","548665.55462886","37211.009174312","1.9349878395796","6","Mixed","1"
"V0186","Scania","6","4","549165.97164304","37256.880733945","2.2892956240944","3","Highway","0"
"V0319","Volvo","5","9","549666.38865721","37302.752293578","1.7336512661395","0","Mixed","1"
"V0201","Volvo","10","1","550166.80567139","37348.623853211","2.1180003689802","3","Urban","0"
"V0082","Freightliner","8","9","550667.22268557","37394.495412844","1.3476507958079","9","Highway","1"
"V0228","Mercedes Actros","9","7","551167.63969975","37440.366972477","1.341611277201","0","Highway","1"
"V0468","Scania","6","9","551668.05671393","37486.23853211","2.4283415132748","7","Highway","0"
"V0036","Volvo","9","8","552168.47372811","37532.110091743","2.3042867135428","5","Mixed","0"
"V0452","MAN","9","1","552668.89074229","37577.981651376","1.5841170631102","8","Urban","0"
"V0228","Mercedes Actros","8","2","553169.30775646","37623.853211009","1.3863050758883","0","Highway","1"
"V0118","Mercedes Actros","6","4","553669.72477064","37669.724770642","2.0667280381273","9","Urban","0"
"V0118","Mercedes Actros","8","7","554170.14178482","37715.596330275","2.1145899327306","9","Urban","0"
"V0074","Freightliner","6","10","554670.558799","37761.467889908","2.3153029451948","3","Urban","0"
"V0452","MAN","10","5","555170.97581318","37807.339449541","1.6246149352595","8","Urban","1"
"V0201","Volvo","12","2","555671.39282736","37853.211009174","2.0014321977516","3","Urban","0"
"V0051","MAN","5","3","556171.80984153","37899.082568807","2.0158758913199","9","Mixed","0"
"V0064","MAN","9","10","556672.22685571","37944.95412844","2.3757919040374","7","Mixed","1"
"V0087","Volvo","11","5","557172.64386989","37990.825688073","1.8133214942078","1","Urban","0"
"V0051","MAN","7","4","557673.06088407","38036.697247706","2.030265891635","9","Mixed","0"
"V0082","Freightliner","7","8","558173.47789825","38082.568807339","1.2963495001478","9","Highway","0"
"V0324","MAN","8","4","558673.89491243","38128.440366972","2.3449954413705","8","Highway","0"
"V0354","Freightliner","8","1","559174.31192661","38174.311926606","1.9308045216013","5","Highway","1"
"V0051","MAN","7","7","559674.72894078","38220.183486239","2.1434724142201","9","Mixed","0"
"V0354","Freightliner","8","2","560175.14595496","38266.055045872","1.9150294364545","5","Highway","1"
"V0147","MAN","5","4","560675.56296914","38311.926605505","1.9960478824168","4","Urban","0"
"V0147","MAN","6","2","561175.97998332","38357.798165138","2.1430781012486","4","Urban","0"
"V0064","MAN","9","1","561676.3969975","38403.669724771","2.2585183495499","7","Mixed","0"
"V0051","MAN","6","2","562176.81401168","38449.541284404","2.1564089386513","9","Mixed","0"
"V0468","Scania","6","3","562677.23102585","38495.412844037","2.4791490880528","7","Highway","0"
"V0489","Mercedes Actros","5","4","563177.64804003","38541.28440367","1.5181534325713","2","Highway","0"
"V0051","MAN","5","5","563678.06505421","38587.155963303","1.9899201008074","9","Mixed","1"
"V0435","Scania","6","1","564178.48206839","38633.027522936","1.1711375895451","4","Urban","0"
"V0074","Freightliner","6","4","564678.89908257","38678.899082569","2.4448781134249","3","Urban","0"
"V0270","Mercedes Actros","11","3","565179.31609675","38724.770642202","1.9289916168355","6","Mixed","1"
"V0246","Freightliner","8","7","565679.73311093","38770.642201835","2.1922740578777","3","Highway","0"
"V0468","Scania","5","7","566180.1501251","38816.513761468","2.4555354090445","7","Highway","0"
"V0064","MAN","9","8","566680.56713928","38862.385321101","2.3082999027142","7","Mixed","0"
"V0082","Freightliner","9","4","567180.98415346","38908.256880734","1.4257362299925","9","Highway","1"
"V0036","Volvo","8","6","567681.40116764","38954.128440367","2.3235740345658","5","Mixed","0"
"V0074","Freightliner","8","1","568181.81818182","39000","2.3357622721398","3","Urban","1"
"V0227","Volvo","5","4","568682.235196","39045.871559633","1.1038190411883","2","Mixed","1"
"V0319","Volvo","6","7","569182.65221018","39091.743119266","1.8927186781842","0","Mixed","1"
"V0201","Volvo","11","4","569683.06922435","39137.614678899","2.0495650303387","3","Urban","1"
"V0246","Freightliner","8","2","570183.48623853","39183.486238532","2.0244897459431","3","Highway","1"
"V0227","Volvo","7","3","570683.90325271","39229.357798165","1.1316507344064","2","Mixed","1"
"V0452","MAN","8","6","571184.32026689","39275.229357798","1.5185933928815","8","Urban","1"
"V0468","Scania","5","10","571684.73728107","39321.100917431","2.5","7","Highway","0"
"V0227","Volvo","7","8","572185.15429525","39366.972477064","1.1","2","Mixed","0"
"V0227","Volvo","5","4","572685.57130942","39412.844036697","1.1211619969074","2","Mixed","1"
"V0227","Volvo","5","2","573185.9883236","39458.71559633","1.1980637638861","2","Mixed","1"
"V0186","Scania","5","4","573686.40533778","39504.587155963","2.3537846097903","3","Highway","1"
"V0064","MAN","9","7","574186.82235196","39550.458715596","2.3243018679376","7","Mixed","0"
"V0421","Volvo","10","3","574687.23936614","39596.330275229","1.3892708941501","0","Urban","0"
"V0186","Scania","7","10","575187.65638032","39642.201834862","2.2964897958249","3","Highway","1"
"V0201","Volvo","10","5","575688.0733945","39688.073394495","2.0146223406764","3","Urban","0"
"V0228","Mercedes Actros","7","1","576188.49040867","39733.944954128","1.351643008762","0","Highway","0"
"V0453","Freightliner","8","2","576688.90742285","39779.816513761","1.6731439868057","3","Mixed","0"
"V0186","Scania","5","3","577189.32443703","39825.688073394","2.4558834289004","3","Highway","0"
"V0270","Mercedes Actros","12","7","577689.74145121","39871.559633028","2.0555495258838","6","Mixed","0"
"V0225","Freightliner","8","5","578190.15846539","39917.431192661","2.2145420496019","9","Mixed","0"
"V0036","Volvo","10","9","578690.57547957","39963.302752294","2.3973089778863","5","Mixed","0"
"V0228","Mercedes Actros","8","5","579190.99249374","40009.174311927","1.4516208066745","0","Highway","1"
"V0324","MAN","8","3","579691.40950792","40055.04587156","2.4457986853744","8","Highway","0"
"V0468","Scania","5","3","580191.8265221","40100.917431193","2.4038965365544","7","Highway","0"
"V0319","Volvo","7","3","580692.24353628","40146.788990826","1.9178704690313","0","Mixed","0"
"V0082","Freightliner","7","3","581192.66055046","40192.660550459","1.4005829163055","9","Highway","1"
"V0051","MAN","6","4","581693.07756464","40238.532110092","2.1664360639592","9","Mixed","0"
"V0051","MAN","6","6","582193.49457882","40284.403669725","2.0418521745582","9","Mixed","0"
"V0087","Volvo","11","5","582693.91159299","40330.275229358","1.7330122206274","1","Urban","0"
"V0225","Freightliner","7","10","583194.32860717","40376.146788991","2.0562834297538","9","Mixed","1"
"V0051","MAN","6","9","583694.74562135","40422.018348624","2.1412939780025","9","Mixed","1"
"V0228","Mercedes Actros","8","2","584195.16263553","40467.889908257","1.4259426260436","0","Highway","1"
"V0036","Volvo","10","6","584695.57964971","40513.76146789","2.2542247490031","5","Mixed","0"
"V0319","Volvo","7","4","585195.99666389","40559.633027523","1.7363635513745","0","Mixed","0"
"V0435","Scania","5","8","585696.41367807","40605.504587156","1.341601589295","4","Urban","0"
"V0246","Freightliner","7","3","586196.83069224","40651.376146789","2.1727162491799","3","Highway","0"
"V0074","Freightliner","7","7","586697.24770642","40697.247706422","2.4338658801601","3","Urban","0"
"V0064","MAN","9","7","587197.6647206","40743.119266055","2.2905294210745","7","Mixed","0"
"V0354","Freightliner","6","8","587698.08173478","40788.990825688","1.9127811089632","5","Highway","0"
"V0194","Volvo","10","7","588198.49874896","40834.862385321","2.3413234994342","0","Urban","0"
"V0489","Mercedes Actros","5","4","588698.91576314","40880.733944954","1.4591166324805","2","Highway","1"
"V0246","Freightliner","8","9","589199.33277731","40926.605504587","2.1914978541499","3","Highway","1"
"V0186","Scania","7","1","589699.74979149","40972.47706422","2.2861119561438","3","Highway","1"
"V0319","Volvo","7","9","590200.16680567","41018.348623853","1.7925640008947","0","Mixed","0"
"V0497","MAN","7","4","590700.58381985","41064.220183486","2.0034118489439","7","Mixed","1"
"V0087","Volvo","10","3","591201.00083403","41110.091743119","1.7684307982115","1","Urban","1"
"V0421","Volvo","10","1","591701.41784821","41155.963302752","1.3586756035268","0","Urban","0"
"V0074","Freightliner","8","3","592201.83486239","41201.834862385","2.3906794291927","3","Urban","0"
"V0203","Volvo","10","8","592702.25187656","41247.706422018","1.6885803622328","3","Urban","0"
"V0225","Freightliner","7","4","593202.66889074","41293.577981651","2.1589728116179","9","Mixed","1"
"V0338","Scania","11","1","593703.08590492","41339.449541284","1.2640734659554","1","Mixed","0"
"V0421","Volvo","10","10","594203.5029191","41385.321100917","1.3171285817672","0","Urban","0"
"V0118","Mercedes Actros","6","7","594703.91993328","41431.19266055","2.0019339059604","9","Urban","1"
"V0064","MAN","8","7","595204.33694746","41477.064220183","2.2582138679403","7","Mixed","0"
"V0435","Scania","5","7","595704.75396163","41522.935779817","1.2688355597838","4","Urban","0"
"V0087","Volvo","9","4","596205.17097581","41568.80733945","1.7597949243525","1","Urban","1"
"V0354","Freightliner","8","3","596705.58798999","41614.678899083","1.897885675868","5","Highway","0"
"V0087","Volvo","11","1","597206.00500417","41660.550458716","1.6954413002329","1","Urban","1"
"V0453","Freightliner","6","8","597706.42201835","41706.422018349","1.6447478182853","3","Mixed","0"
"V0357","Mercedes Actros","11","9","598206.83903253","41752.293577982","2.0240645081869","5","Mixed","0"
"V0324","MAN","8","2","598707.25604671","41798.165137615","2.4322358645423","8","Highway","1"
"V0203","Volvo","9","10","599207.67306088","41844.036697248","1.7709485353036","3","Urban","0"
"V0227","Volvo","5","10","599708.09007506","41889.908256881","1.1903129302355","2","Mixed","1"
"V0421","Volvo","11","7","600208.50708924","41935.779816514","1.4589841637675","0","Urban","0"
"V0201","Volvo","10","10","600708.92410342","41981.651376147","2.1069374055454","3","Urban","0"
"V0147","MAN","6","4","601209.3411176","42027.52293578","2.0737476937176","4","Urban","1"
"V0270","Mercedes Actros","11","4","601709.75813178","42073.394495413","2.0628492115507","6","Mixed","1"
"V0194","Volvo","10","8","602210.17514595","42119.266055046","2.1750803945627","0","Urban","1"
"V0324","MAN","7","4","602710.59216013","42165.137614679","2.4220608443425","8","Highway","1"
"V0338","Scania","11","2","603211.00917431","42211.009174312","1.355128143912","1","Mixed","1"
"V0228","Mercedes Actros","9","3","603711.42618849","42256.880733945","1.3510946021068","0","Highway","0"
"V0087","Volvo","9","5","604211.84320267","42302.752293578","1.8319889980492","1","Urban","0"
"V0203","Volvo","10","1","604712.26021685","42348.623853211","1.818034951357","3","Urban","0"
"V0064","MAN","8","7","605212.67723103","42394.495412844","2.2699589364285","7","Mixed","0"
"V0147","MAN","6","2","605713.0942452","42440.366972477","2.1445796105596","4","Urban","1"
"V0227","Volvo","6","9","606213.51125938","42486.23853211","1.1375964248085","2","Mixed","0"
"V0064","MAN","7","4","606713.92827356","42532.110091743","2.2586018906548","7","Mixed","0"
"V0186","Scania","7","7","607214.34528774","42577.981651376","2.3998038727212","3","Highway","0"
"V0357","Mercedes Actros","12","10","607714.76230192","42623.853211009","1.9661491935859","5","Mixed","1"
"V0452","MAN","8","9","608215.1793161","42669.724770642","1.5189436478098","8","Urban","1"
"V0074","Freightliner","8","4","608715.59633028","42715.596330275","2.3771707773639","3","Urban","1"
"V0201","Volvo","10","3","609216.01334445","42761.467889908","2.0043706591648","3","Urban","0"
"V0452","MAN","8","3","609716.43035863","42807.339449541","1.5295869945712","8","Urban","1"
"V0452","MAN","10","10","610216.84737281","42853.211009174","1.6485917555026","8","Urban","1"
"V0338","Scania","11","1","610717.26438699","42899.082568807","1.2500094050781","1","Mixed","0"
"V0228","Mercedes Actros","9","8","611217.68140117","42944.95412844","1.3784921237548","0","Highway","1"
"V0270","Mercedes Actros","12","1","611718.09841535","42990.825688073","2.0285179929084","6","Mixed","0"
"V0354","Freightliner","7","3","612218.51542952","43036.697247706","1.9139424687965","5","Highway","1"
"V0319","Volvo","7","10","612718.9324437","43082.568807339","1.8852873975454","0","Mixed","1"
"V0194","Volvo","9","10","613219.34945788","43128.440366972","2.3116338069913","0","Urban","0"
"V0082","Freightliner","9","5","613719.76647206","43174.311926606","1.3237234459974","9","Highway","1"
"V0453","Freightliner","6","5","614220.18348624","43220.183486239","1.6328859194188","3","Mixed","0"
"V0228","Mercedes Actros","8","4","614720.60050042","43266.055045872","1.3928348108664","0","Highway","1"
"V0228","Mercedes Actros","9","8","615221.0175146","43311.926605505","1.4221809860011","0","Highway","1"
"V0147","MAN","6","8","615721.43452877","43357.798165138","2.0268817795697","4","Urban","1"
"V0064","MAN","7","6","616221.85154295","43403.669724771","2.2650528575836","7","Mixed","0"
"V0246","Freightliner","6","6","616722.26855713","43449.541284404","2.0471325511507","3","Highway","0"
"V0354","Freightliner","6","7","617222.68557131","43495.412844037","1.8612319068825","5","Highway","0"
"V0203","Volvo","11","3","617723.10258549","43541.28440367","1.8159742818409","3","Urban","0"
"V0051","MAN","7","5","618223.51959967","43587.155963303","2.142680209129","9","Mixed","0"
"V0201","Volvo","10","1","618723.93661384","43633.027522936","2.1508962868809","3","Urban","0"
"V0225","Freightliner","8","3","619224.35362802","43678.899082569","2.2197052250474","9","Mixed","0"
"V0087","Volvo","10","4","619724.7706422","43724.770642202","1.8926043838169","1","Urban","1"
"V0354","Freightliner","8","9","620225.18765638","43770.642201835","1.9409103992506","5","Highway","1"
"V0453","Freightliner","6","3","620725.60467056","43816.513761468","1.7754807128968","3","Mixed","0"
"V0118","Mercedes Actros","7","5","621226.02168474","43862.385321101","1.9794945043876","9","Urban","0"
"V0203","Volvo","10","8","621726.43869892","43908.256880734","1.6367808404661","3","Urban","1"
"V0468","Scania","6","2","622226.85571309","43954.128440367","2.5","7","Highway","0"
"V0489","Mercedes Actros","6","1","622727.27272727","44000","1.5765665377611","2","Highway","0"
"V0118","Mercedes Actros","7","6","623227.68974145","44045.871559633","2.070314288617","9","Urban","0"
"V0421","Volvo","10","4","623728.10675563","44091.743119266","1.4328152479534","0","Urban","1"
"V0227","Volvo","6","9","624228.52376981","44137.614678899","1.1","2","Mixed","0"
"V0064","MAN","9","5","624728.94078399","44183.486238532","2.3096749290122","7","Mixed","0"
"V0186","Scania","6","5","625229.35779817","44229.357798165","2.2900034830184","3","Highway","0"
"V0147","MAN","5","2","625729.77481234","44275.229357798","2.0754937283881","4","Urban","0"
"V0036","Volvo","10","2","626230.19182652","44321.100917431","2.3927879366369","5","Mixed","1"
"V0074","Freightliner","7","1","626730.6088407","44366.972477064","2.3171759446838","3","Urban","0"
"V0246","Freightliner","8","7","627231.02585488","44412.844036697","2.0902045701503","3","Highway","0"
"V0074","Freightliner","8","8","627731.44286906","44458.71559633","2.4422891894706","3","Urban","1"
"V0051","MAN","6","10","628231.85988324","44504.587155963","2.1428304857321","9","Mixed","0"
"V0074","Freightliner","7","10","628732.27689741","44550.458715596","2.49383696432","3","Urban","1"
"V0074","Freightliner","6","10","629232.69391159","44596.330275229","2.4774448887275","3","Urban","1"
"V0228","Mercedes Actros","9","1","629733.11092577","44642.201834862","1.376108802962","0","Highway","0"
"V0435","Scania","5","10","630233.52793995","44688.073394495","1.2600907155075","4","Urban","1"
"V0186","Scania","6","8","630733.94495413","44733.944954128","2.3070479068648","3","Highway","0"
"V0227","Volvo","6","6","631234.36196831","44779.816513761","1.1","2","Mixed","0"
"V0246","Freightliner","8","10","631734.77898249","44825.688073394","2.0459756876942","3","Highway","1"
"V0468","Scania","5","3","632235.19599666","44871.559633028","2.4011121968341","7","Highway","1"
"V0228","Mercedes Actros","9","5","632735.61301084","44917.431192661","1.383281932786","0","Highway","0"
"V0036","Volvo","8","5","633236.03002502","44963.302752294","2.3415841517918","5","Mixed","0"
"V0051","MAN","5","9","633736.4470392","45009.174311927","2.0915376259411","9","Mixed","0"
"V0453","Freightliner","7","6","634236.86405338","45055.04587156","1.762875411117","3","Mixed","0"
"V0147","MAN","5","1","634737.28106756","45100.917431193","2.0020741369813","4","Urban","0"
"V0227","Volvo","6","7","635237.69808173","45146.788990826","1.1188787368208","2","Mixed","0"
"V0074","Freightliner","8","9","635738.11509591","45192.660550459","2.4349368636698","3","Urban","1"
"V0324","MAN","9","1","636238.53211009","45238.532110092","2.3669104221869","8","Highway","0"
"V0082","Freightliner","9","4","636738.94912427","45284.403669725","1.2935204312594","9","Highway","1"
"V0421","Volvo","12","2","637239.36613845","45330.275229358","1.4871394676998","0","Urban","1"
"V0186","Scania","5","8","637739.78315263","45376.146788991","2.3287136561188","3","Highway","0"
"V0246","Freightliner","6","3","638240.20016681","45422.018348624","2.1289191842626","3","Highway","1"
"V0036","Volvo","10","7","638740.61718098","45467.889908257","2.3659172379069","5","Mixed","0"
"V0246","Freightliner","6","9","639241.03419516","45513.76146789","2.0960024504316","3","Highway","0"
"V0225","Freightliner","9","5","639741.45120934","45559.633027523","2.1220134216066","9","Mixed","0"
"V0186","Scania","5","9","640241.86822352","45605.504587156","2.3760264386797","3","Highway","0"
"V0203","Volvo","10","5","640742.2852377","45651.376146789","1.6821894097164","3","Urban","1"
"V0357","Mercedes Actros","12","4","641242.70225188","45697.247706422","1.9385351048235","5","Mixed","1"
"V0228","Mercedes Actros","7","10","641743.11926606","45743.119266055","1.3864288788251","0","Highway","0"
"V0118","Mercedes Actros","6","3","642243.53628023","45788.990825688","1.9459798673009","9","Urban","0"
"V0087","Volvo","9","3","642743.95329441","45834.862385321","1.7559562393636","1","Urban","0"
"V0453","Freightliner","7","4","643244.37030859","45880.733944954","1.7664591667273","3","Mixed","0"
"V0228","Mercedes Actros","7","3","643744.78732277","45926.605504587","1.3466628331819","0","Highway","0"
"V0201","Volvo","10","6","644245.20433695","45972.47706422","2.0751066122534","3","Urban","0"
"V0201","Volvo","11","3","644745.62135113","46018.348623853","2.1041295099869","3","Urban","0"
"V0186","Scania","7","8","645246.0383653","46064.220183486","2.2825359790542","3","Highway","0"
"V0118","Mercedes Actros","7","8","645746.45537948","46110.091743119","2.0013319942005","9","Urban","0"
"V0227","Volvo","5","7","646246.87239366","46155.963302752","1.1","2","Mixed","0"
"V0036","Volvo","9","10","646747.28940784","46201.834862385","2.3327677804554","5","Mixed","0"
"V0203","Volvo","9","1","647247.70642202","46247.706422018","1.8213640115692","3","Urban","1"
"V0225","Freightliner","9","5","647748.1234362","46293.577981651","2.1035145305929","9","Mixed","0"
"V0354","Freightliner","8","10","648248.54045038","46339.449541284","1.908116901653","5","Highway","0"
"V0087","Volvo","11","2","648748.95746455","46385.321100917","1.7620057041363","1","Urban","0"
"V0186","Scania","6","2","649249.37447873","46431.19266055","2.315533338802","3","Highway","1"
"V0194","Volvo","10","6","649749.79149291","46477.064220183","2.1742767300359","0","Urban","0"
"V0064","MAN","9","1","650250.20850709","46522.935779817","2.2790866550158","7","Mixed","0"
"V0453","Freightliner","8","4","650750.62552127","46568.80733945","1.7683908200541","3","Mixed","0"
"V0051","MAN","5","10","651251.04253545","46614.678899083","2.0434687184691","9","Mixed","1"
"V0452","MAN","9","1","651751.45954962","46660.550458716","1.6336138848608","8","Urban","0"
"V0435","Scania","6","3","652251.8765638","46706.422018349","1.3084170144683","4","Urban","0"
"V0489","Mercedes Actros","5","9","652752.29357798","46752.293577982","1.5877749871528","2","Highway","1"
"V0147","MAN","5","8","653252.71059216","46798.165137615","2.0937260402088","4","Urban","0"
